Product,Total_Campaigns,Campaign_Score,Generated_Date,Top_Channel,Best_Persona,Predicted_Avg_CTR,Predicted_Avg_Conversion
Wireless Headphones,3,30.226428104211184,2025-07-23 11:44:18,email,Tech Enthusiast,0.0253,0.006566666666666668
